MASE,RMSSE,WAPE,runout_MAE_days,runout_n,runout_missed,model,fold,seed,cutoff
0.9098214906393203,2.043593429654628,0.8192748680498413,7.022222222222222,180,10,TSB_0.05_0.05,2,43,2025-05-01
0.9277644580124462,2.0577525490150808,0.8252521001085668,7.383333333333334,180,17,TSB_0.05_0.1,2,43,2025-05-01
0.9388281769758153,2.0759276791433274,0.8301343762138466,7.861111111111111,180,21,TSB_0.05_0.15,2,43,2025-05-01
0.9467433992653694,2.0941142382692393,0.8345029187162961,8.344444444444445,180,24,TSB_0.05_0.2,2,43,2025-05-01
0.9557685900676612,2.1259168881088493,0.8409317694357965,9.277777777777779,180,30,TSB_0.05_0.3,2,43,2025-05-01
0.9583294579056474,2.154573570536977,0.8451124307156103,10.066666666666666,180,40,TSB_0.05_0.4,2,43,2025-05-01
0.9577829233318722,2.1870089965462736,0.8484492267125026,10.633333333333333,180,43,TSB_0.05_0.5,2,43,2025-05-01
0.9146155389155833,2.0445427333266046,0.8318167503795417,6.966666666666667,180,9,TSB_0.1_0.05,2,43,2025-05-01
0.9337301549938088,2.059416629625047,0.8385182373025116,7.427777777777778,180,16,TSB_0.1_0.1,2,43,2025-05-01
0.946024592265139,2.0785845893302763,0.8441957925398605,7.911111111111111,180,21,TSB_0.1_0.15,2,43,2025-05-01
0.9555431825248171,2.098125941058045,0.8496717197559179,8.355555555555556,180,25,TSB_0.1_0.2,2,43,2025-05-01
0.967569284436743,2.133482621831036,0.8581715877835918,9.344444444444445,180,30,TSB_0.1_0.3,2,43,2025-05-01
0.9732969310682524,2.1663831742814508,0.8647100555383244,10.227777777777778,180,39,TSB_0.1_0.4,2,43,2025-05-01
0.9760020151537426,2.203422824953342,0.8703251543721251,10.85,180,44,TSB_0.1_0.5,2,43,2025-05-01
0.9229171307729652,2.048509120641135,0.8476282441470487,7.105555555555555,180,11,TSB_0.15_0.05,2,43,2025-05-01
0.942935918940772,2.0642991906201726,0.8546208745325099,7.6722222222222225,180,16,TSB_0.15_0.1,2,43,2025-05-01
0.9562710186377938,2.084569833405334,0.8609486708831737,8.083333333333334,180,21,TSB_0.15_0.15,2,43,2025-05-01
0.9665967742394644,2.105323947102489,0.8669596966720645,8.466666666666667,180,25,TSB_0.15_0.2,2,43,2025-05-01
0.9800331970829029,2.1433574018856154,0.8764940680402898,9.444444444444445,180,30,TSB_0.15_0.3,2,43,2025-05-01
0.9871519532587264,2.1792527866838443,0.8839451610801163,10.311111111111112,180,37,TSB_0.15_0.4,2,43,2025-05-01
0.9912934460269467,2.219487451305493,0.8904987435520954,11.03888888888889,180,44,TSB_0.15_0.5,2,43,2025-05-01
0.9307105307158849,2.0528648496073143,0.861246239491929,7.277777777777778,180,11,TSB_0.2_0.05,2,43,2025-05-01
0.9514846162973706,2.0695182763080875,0.8686465489961364,7.805555555555555,180,16,TSB_0.2_0.1,2,43,2025-05-01
0.9656334604522709,2.090821408490969,0.8754279992729371,8.188888888888888,180,21,TSB_0.2_0.15,2,43,2025-05-01
0.9766235678455197,2.1126650595822762,0.8818029470164446,8.522222222222222,180,24,TSB_0.2_0.2,2,43,2025-05-01
0.9904697334916641,2.152977877610516,0.8913773113272807,9.511111111111111,180,29,TSB_0.2_0.3,2,43,2025-05-01
0.9985064032433297,2.1913144901298174,0.8992607467519338,10.377777777777778,180,37,TSB_0.2_0.4,2,43,2025-05-01
1.0032967263077373,2.234055550085076,0.906221750455224,11.133333333333333,180,44,TSB_0.2_0.5,2,43,2025-05-01
0.942522921471706,2.061114418948762,0.8802490553135569,7.627777777777778,180,12,TSB_0.3_0.05,2,43,2025-05-01
0.9641129776325228,2.0792053621360083,0.8875224309748407,8.166666666666666,180,17,TSB_0.3_0.1,2,43,2025-05-01
0.979270263652424,2.1022904507935367,0.8946024729461658,8.483333333333333,180,23,TSB_0.3_0.15,2,43,2025-05-01
0.9909943524673878,2.126027105492588,0.9012198991900519,8.716666666666667,180,25,TSB_0.3_0.2,2,43,2025-05-01
1.0053273208704376,2.1702157846321715,0.9106479616464864,9.622222222222222,180,28,TSB_0.3_0.3,2,43,2025-05-01
1.0144760802481922,2.2124748869089172,0.9189916636531411,10.555555555555555,180,37,TSB_0.3_0.4,2,43,2025-05-01
1.0200518230043836,2.258937967243815,0.9263774544863872,11.255555555555556,180,44,TSB_0.3_0.5,2,43,2025-05-01
0.9510394707086554,2.0686765169796293,0.892826697551024,8.083333333333334,180,12,TSB_0.4_0.05,2,43,2025-05-01
0.973075658163084,2.087884566483342,0.899566582292538,8.45,180,19,TSB_0.4_0.1,2,43,2025-05-01
0.9885404526359696,2.1124076972004486,0.9062593324007596,8.75,180,23,TSB_0.4_0.15,2,43,2025-05-01
1.0002270559237527,2.1377056087429107,0.912311269096607,8.966666666666667,180,25,TSB_0.4_0.2,2,43,2025-05-01
1.0153313050664656,2.185014796390975,0.9220258716423184,9.761111111111111,180,28,TSB_0.4_0.3,2,43,2025-05-01
1.0244639061998115,2.2301058327792846,0.9298330389409755,10.727777777777778,180,37,TSB_0.4_0.4,2,43,2025-05-01
1.0299740347507695,2.2787822681519936,0.9367997239765951,11.422222222222222,180,46,TSB_0.4_0.5,2,43,2025-05-01
0.9574526034954738,2.0759629701546816,0.9020462386079637,8.477777777777778,180,16,TSB_0.5_0.05,2,43,2025-05-01
